"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative","vote_ndp"
28,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
67,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
38,"Male","Ontario","Highly Educated","NO","Middle Class",0,1,0
62,"Male","Alberta","Some Education","YES","Middle Class",0,0,1
24,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
60,"Male","Alberta","Some Education","YES","Middle Class",0,0,1
23,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
55,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
76,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
63,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
61,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
76,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
22,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
41,"Female","Alberta","Highly Educated","NO","Middle Class",0,0,0
25,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
66,"Female","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
66,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
28,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
45,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
45,"Female","Alberta","Highly Educated","YES","Middle Class",0,0,0
62,"Female","Ontario","Highly Educated","NO","Middle Class",0,1,0
73,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
52,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0,1
62,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
72,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
21,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",1,0,0
35,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
64,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1,0
55,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
27,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
67,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0,0
67,"Male","Alberta","Highly Educated","NO","Middle Class",1,0,0
35,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
36,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
29,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
45,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
64,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
60,"Male","Quebec","Some Education","YES","Middle Class",1,0,0
32,"Female","Ontario","Some Education","NO","Middle Class",0,0,0
58,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
45,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
71,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
72,"Male","Ontario","Some Education","NO","Middle Class",NA,NA,NA
27,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
64,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
29,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
40,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
43,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
39,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
65,"Male","Alberta","Some Education","YES","Middle Class",0,1,0
55,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
43,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
73,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
36,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
31,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",1,0,0
51,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
31,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
69,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
39,"Male","Ontario","Some Education","NO","Middle Class",NA,NA,NA
57,"Male","New Brunswick","Some Education","YES","Middle Class",1,0,0
38,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
59,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
70,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
33,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
34,"Male","British Columbia","Some Education","YES","Middle Class",1,0,0
60,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
20,"Male","Alberta","Some Education","NO","Middle Class",0,0,1
73,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
46,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
38,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
30,"Male","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
26,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
65,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
52,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
52,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
70,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
51,"Female","Newfoundland and Labrador","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
71,"Male","Manitoba","Highly Educated","YES","Middle Class",0,1,0
54,"Male","Quebec","Limited Education","NO","Middle Class",0,0,0
42,"Female","Quebec","Highly Educated","YES","Middle Class",0,1,0
43,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
68,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
78,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
41,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
47,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
36,"Female","Saskatchewan","Some Education","NO","Middle Class",NA,NA,NA
44,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0,0
39,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
34,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
42,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
66,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
81,"Male","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
27,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
70,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
21,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
64,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
61,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
43,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
55,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
66,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
61,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
74,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
49,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
33,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
60,"Male","Alberta","Highly Educated","NO","Middle Class",0,1,0
75,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
61,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0,0
54,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
60,"Female","Quebec","Some Education","YES","Middle Class",0,0,1
56,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1,0
34,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
51,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
38,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
53,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
56,"Female","Alberta","Some Education","YES","Middle Class",1,0,0
71,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
43,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,0,1
65,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
26,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,1
74,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
62,"Female","Saskatchewan","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
65,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,1
39,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,0,1
40,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
59,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA,NA
35,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
56,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
59,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
65,"Female","Alberta","Highly Educated","YES","Middle Class",0,1,0
34,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
66,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
52,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
67,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
55,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",0,0,1
43,"Female","New Brunswick","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
62,"Female","Manitoba","Some Education","YES","Middle Class",1,0,0
20,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
52,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
31,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
57,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
34,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0,1
82,"Male","Ontario","Some Education","NO","Middle Class",1,0,0
47,"Female","Ontario","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
31,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
50,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
84,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
65,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,0
73,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
62,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
50,"Male","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
67,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA,NA
59,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
39,"Male","Saskatchewan","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
46,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0,0
19,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
64,"Female","Alberta","Highly Educated","YES","Middle Class",0,1,0
70,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
37,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
57,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",1,0,0
46,"Male","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
35,"Female","Saskatchewan","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
33,"Male","Ontario","Highly Educated","NO","Middle Class",1,0,0
23,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,1,0
42,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
53,"Female","Saskatchewan","Some Education","YES","Middle Class",NA,NA,NA
60,"Female","Manitoba","Some Education","NO","Middle Class",NA,NA,NA
32,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
82,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA,NA
33,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,1
55,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
65,"Female","Alberta","Highly Educated","NO","Middle Class",0,0,1
76,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
48,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
25,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,1
58,"Female","British Columbia","Some Education","YES","Middle Class",0,1,0
55,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
54,"Female","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
47,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
21,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
43,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
54,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
27,"Female","Nova Scotia","Some Education","NO","Lower Middle Class to Poor",0,0,1
87,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
28,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
38,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0,0
74,"Male","Quebec","Some Education","YES","Middle Class",0,1,0
32,"Female","Alberta","Highly Educated","YES","Middle Class",1,0,0
39,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
49,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
59,"Female","Ontario","Some Education","NO","Middle Class",1,0,0
33,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",1,0,0
37,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
66,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
64,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
34,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
24,"Female","Ontario","Some Education","YES","Middle Class",1,0,0
68,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
41,"Male","New Brunswick","Some Education","YES","Middle Class",0,0,0
42,"Female","Nova Scotia","Some Education","NO","Middle Class",0,1,0
70,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
74,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
56,"Female","Alberta","Highly Educated","NO","Middle Class",1,0,0
26,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0,1
64,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
55,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,1
77,"Female","British Columbia","Some Education","YES","Middle Class",1,0,0
27,"Female","British Columbia","Some Education","NO","Middle Class",0,0,1
70,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
81,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
35,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
63,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
76,"Male","Manitoba","Highly Educated","YES","Middle Class",NA,NA,NA
71,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
75,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
67,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
29,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
79,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
31,"Female","Saskatchewan","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
51,"Female","Alberta","Highly Educated","YES","Middle Class",0,0,1
60,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
72,"Female","Saskatchewan","Some Education","YES","Middle Class",0,0,1
30,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
38,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
45,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
78,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
34,"Female","Saskatchewan","Highly Educated","YES","Middle Class",NA,NA,NA
