"age","sex","province","education","religion","income_before_tax"
31,"Male","Newfoundland and Labrador",NA,"YES","Middle Class"
46,"Female","Prince Edward Island","Limited Education","NO","Lower Middle Class to Poor"
42,"Female","Nova Scotia","Highly Educated","YES","Middle Class"
20,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
32,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
60,"Male","Nova Scotia","Highly Educated","NO","Lower Middle Class to Poor"
68,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
74,"Male","British Columbia","Some Education","YES","Middle Class"
79,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
39,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
80,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
49,"Male","Ontario",NA,"YES","Middle Class"
55,"Female","Quebec","Some Education","YES","Middle Class"
59,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
57,"Male","Quebec","Some Education","YES","Middle Class"
68,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
54,"Male","Quebec",NA,"YES","Middle Class"
38,"Female","Saskatchewan","Some Education","YES","Middle Class"
17,"Male","Ontario","Limited Education","NO","Lower Middle Class to Poor"
80,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
75,"Male","Alberta",NA,"NO","Lower Middle Class to Poor"
57,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
62,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
45,"Male","Manitoba","Highly Educated","YES",NA
80,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
52,"Male","New Brunswick",NA,"YES","Lower Middle Class to Poor"
62,"Female","Nova Scotia",NA,"YES",NA
31,"Female","Ontario",NA,"YES","Middle Class"
29,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
16,"Female","Ontario","Limited Education","NO","Lower Middle Class to Poor"
67,"Male","Ontario","Some Education","YES",NA
58,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy"
46,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
62,"Male","Manitoba","Some Education","YES","Upper Middle Class to Wealthy"
25,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
39,"Male","Ontario",NA,"YES",NA
34,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
35,"Female","British Columbia","Highly Educated","NO","Middle Class"
43,"Male","Ontario","Limited Education","YES","Middle Class"
80,"Female","Prince Edward Island","Highly Educated","YES","Lower Middle Class to Poor"
76,"Female","Ontario","Some Education","YES","Middle Class"
80,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
35,"Male","Quebec",NA,"YES","Middle Class"
47,"Female","Alberta","Some Education","YES","Middle Class"
80,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
24,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
38,"Male","Ontario",NA,"YES","Middle Class"
46,"Female","Ontario",NA,"YES","Middle Class"
38,"Male","Ontario","Highly Educated","NO",NA
64,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
57,"Male","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
23,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor"
64,"Female","Ontario",NA,"YES","Middle Class"
41,"Female","Alberta","Highly Educated","YES","Middle Class"
61,"Male","Ontario",NA,"YES","Middle Class"
46,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy"
54,"Male","New Brunswick",NA,"YES",NA
67,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
64,"Male","Newfoundland and Labrador","Limited Education","YES","Middle Class"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
40,"Female","Alberta","Highly Educated","YES","Middle Class"
41,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
57,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
75,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
66,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
38,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
52,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
35,"Male","Manitoba",NA,"YES",NA
58,"Female","Quebec","Highly Educated","NO","Middle Class"
68,"Male","British Columbia","Limited Education","YES","Middle Class"
60,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
58,"Male","Ontario","Some Education","YES","Middle Class"
64,"Male","Prince Edward Island","Highly Educated","NO","Lower Middle Class to Poor"
26,"Male","Manitoba","Highly Educated","YES","Middle Class"
28,"Female","Quebec","Limited Education","NO","Lower Middle Class to Poor"
46,"Male","Quebec",NA,"YES","Middle Class"
32,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
62,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
53,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
26,"Male","British Columbia",NA,"NO","Lower Middle Class to Poor"
51,"Male","Ontario","Highly Educated","YES","Middle Class"
69,"Male","Ontario","Limited Education","NO","Middle Class"
80,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
20,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor"
76,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
66,"Female","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
44,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
30,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
22,"Female","Quebec",NA,"NO","Lower Middle Class to Poor"
53,"Male","British Columbia","Limited Education","YES","Middle Class"
77,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
54,"Male","Alberta","Some Education","NO","Middle Class"
35,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
48,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
61,"Male","Nova Scotia","Some Education","YES","Middle Class"
75,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
52,"Female","Ontario",NA,"YES","Upper Middle Class to Wealthy"
32,"Male","British Columbia","Highly Educated","NO",NA
54,"Male","British Columbia","Highly Educated","YES","Middle Class"
25,"Male","Quebec","Limited Education","NO","Lower Middle Class to Poor"
52,"Male","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
66,"Male","Quebec","Some Education","YES","Middle Class"
40,"Female","Ontario","Highly Educated","NO","Middle Class"
52,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
80,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
80,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
57,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
26,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor"
78,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
57,"Male","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
67,"Male","Quebec","Some Education","YES","Middle Class"
16,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
73,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
38,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
49,"Male","Saskatchewan","Some Education","YES","Middle Class"
79,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
33,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
44,"Female","Alberta","Highly Educated","YES",NA
34,"Male","New Brunswick","Some Education","NO","Middle Class"
58,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
22,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
31,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
74,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
76,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
36,"Female","Nova Scotia",NA,"NO","Lower Middle Class to Poor"
70,"Female","Ontario","Some Education","YES","Middle Class"
75,"Female","Saskatchewan","Limited Education","YES","Middle Class"
65,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
50,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
69,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy"
43,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
80,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
76,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
58,"Male","British Columbia","Limited Education","NO","Middle Class"
76,"Male","Saskatchewan","Highly Educated","YES","Middle Class"
54,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy"
51,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor"
47,"Female","Ontario",NA,"YES","Middle Class"
48,"Male","Ontario","Highly Educated","YES","Middle Class"
33,"Male","Quebec",NA,"NO","Lower Middle Class to Poor"
54,"Male","Quebec",NA,"YES","Middle Class"
34,"Female","Alberta","Limited Education","YES","Middle Class"
40,"Female","Newfoundland and Labrador","Highly Educated","NO","Middle Class"
68,"Male","British Columbia","Highly Educated","YES","Middle Class"
31,"Male","Quebec",NA,"NO","Lower Middle Class to Poor"
67,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
64,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy"
61,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
34,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
80,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor"
69,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
46,"Male","New Brunswick","Some Education","YES",NA
62,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
64,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
70,"Female","Ontario",NA,"YES",NA
78,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
29,"Male","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
79,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
62,"Female","Prince Edward Island",NA,"YES","Middle Class"
70,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
48,"Female","Alberta",NA,"YES","Middle Class"
27,"Female","Quebec",NA,"YES","Middle Class"
66,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
46,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
55,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
40,"Male","Newfoundland and Labrador","Some Education","NO","Middle Class"
52,"Female","Saskatchewan",NA,"NO","Lower Middle Class to Poor"
58,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
52,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
67,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
37,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
54,"Male","Nova Scotia","Some Education","YES","Middle Class"
57,"Female","British Columbia",NA,"YES","Upper Middle Class to Wealthy"
22,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor"
80,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
46,"Female","New Brunswick","Some Education","YES","Middle Class"
59,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
60,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
71,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
61,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
64,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
55,"Male","Saskatchewan","Some Education","NO","Middle Class"
60,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
23,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
65,"Male","British Columbia","Some Education","NO","Middle Class"
62,"Male","Quebec","Some Education","YES","Middle Class"
29,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
45,"Male","Ontario",NA,"YES",NA
50,"Male","Quebec","Some Education","YES","Middle Class"
27,"Female","Ontario",NA,"NO","Middle Class"
69,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
67,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
70,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
37,"Male","Nova Scotia","Some Education","NO","Lower Middle Class to Poor"
60,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
61,"Female","Ontario","Limited Education","YES","Middle Class"
74,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
60,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
17,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
60,"Female","Nova Scotia","Highly Educated","YES","Middle Class"
58,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
64,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
55,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
69,"Female","Newfoundland and Labrador","Highly Educated","YES","Middle Class"
32,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
34,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
73,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
23,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
61,"Male","Ontario",NA,"YES","Middle Class"
40,"Male","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
80,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
46,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
18,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
26,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
41,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
48,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
47,"Female","Alberta","Highly Educated","YES",NA
80,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
32,"Female","British Columbia",NA,"NO","Middle Class"
62,"Male","Manitoba","Some Education","YES","Middle Class"
36,"Female","Ontario","Highly Educated","YES","Middle Class"
41,"Male","Quebec","Highly Educated","YES","Middle Class"
43,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
30,"Female","Alberta","Highly Educated","YES","Middle Class"
55,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy"
64,"Female","Prince Edward Island",NA,"YES","Middle Class"
63,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
54,"Male","Manitoba",NA,"YES","Middle Class"
77,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
60,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
52,"Female","Newfoundland and Labrador","Some Education","YES","Upper Middle Class to Wealthy"
44,"Female","Quebec",NA,"NO","Middle Class"
79,"Male","Nova Scotia","Some Education","YES","Middle Class"
